Region;Week;Visits;shop_id
North;2023-12-17 To 2023-12-23;126583;26268
North;2023-12-24 To 2023-12-30;132682;26268
North;2023-12-31 To 2024-01-06;129412;26268
North;2024-01-07 To 2024-01-13;135217;26268
North;2024-01-14 To 2024-01-20;120894;26268
North;2024-01-21 To 2024-01-27;135866;26268
North;2024-01-28 To 2024-02-03;142917;26268
North;2024-02-04 To 2024-02-10;123639;26268
North;2024-02-11 To 2024-02-17;117292;26268
North;2024-02-18 To 2024-02-24;125893;26268
North;2024-02-25 To 2024-03-02;147857;26268
North;2024-03-03 To 2024-03-09;121613;26268
North;2024-03-10 To 2024-03-16;126533;26268
North;2024-03-17 To 2024-03-23;108444;26268
North;2024-03-24 To 2024-03-30;128512;26268
North;2024-03-31 To 2024-04-06;120629;26268
North;2024-04-07 To 2024-04-13;128985;26268
North;2024-04-14 To 2024-04-20;114815;26268
North;2024-04-21 To 2024-04-27;112003;26268
North;2024-04-28 To 2024-05-04;133189;26268
North;2024-05-05 To 2024-05-11;144546;26268
North;2024-05-12 To 2024-05-18;126858;26268
North;2024-05-19 To 2024-05-25;128672;26268
North;2024-05-26 To 2024-06-01;135656;26268
North;2024-06-02 To 2024-06-08;158724;26268
North;2024-06-09 To 2024-06-15;146789;26268
North;2024-06-16 To 2024-06-22;144694;26268
North;2024-06-23 To 2024-06-29;155744;26268
North;2024-06-30 To 2024-07-06;141142;26268
North;2024-07-07 To 2024-07-13;156057;26268
North;2024-07-14 To 2024-07-20;139455;26268
North;2024-07-21 To 2024-07-27;118684;26268
North;2024-07-28 To 2024-08-03;117832;26268
North;2024-08-04 To 2024-08-10;121407;26268
North;2024-08-11 To 2024-08-17;126842;26268
North;2024-08-18 To 2024-08-24;132134;26268
North;2024-08-25 To 2024-08-31;137528;26268
North;2024-09-01 To 2024-09-07;108373;26268
North;2024-09-08 To 2024-09-14;123797;26268
North;2024-09-15 To 2024-09-21;120762;26268
North;2024-09-22 To 2024-09-28;120267;26268
North;2024-09-29 To 2024-10-05;111593;26268
North;2024-10-06 To 2024-10-12;111691;26268
North;2024-10-13 To 2024-10-19;130267;26268
North;2024-10-20 To 2024-10-26;128397;26268
North;2024-10-27 To 2024-11-02;127322;26268
North;2024-11-03 To 2024-11-09;127810;26268
North;2024-11-10 To 2024-11-16;127348;26268
North;2024-11-17 To 2024-11-23;145138;26268
North;2024-11-24 To 2024-11-30;131161;26268
North;2024-12-01 To 2024-12-07;139287;26268
North;2024-12-08 To 2024-12-14;125502;26268
North;2024-12-15 To 2024-12-21;129747;26268
North;2024-12-22 To 2024-12-28;146467;26268
North;2024-12-29 To 2025-01-04;124542;26268
North;2023-10-01 To 2023-10-07;20906;26340
North;2023-10-08 To 2023-10-14;22008;26340
North;2023-10-15 To 2023-10-21;24268;26340
North;2023-10-22 To 2023-10-28;21139;26340
North;2023-10-29 To 2023-11-04;26039;26340
North;2023-11-05 To 2023-11-11;25514;26340
North;2023-11-12 To 2023-11-18;25645;26340
North;2023-11-19 To 2023-11-25;25317;26340
North;2023-11-26 To 2023-12-02;26150;26340
North;2023-12-03 To 2023-12-09;25285;26340
North;2023-12-10 To 2023-12-16;19945;26340
North;2023-12-17 To 2023-12-23;16386;26340
North;2023-12-24 To 2023-12-30;20265;26340
North;2023-12-31 To 2024-01-06;18120;26340
North;2024-01-07 To 2024-01-13;22380;26340
North;2024-01-14 To 2024-01-20;20602;26340
North;2024-01-21 To 2024-01-27;26580;26340
North;2024-01-28 To 2024-02-03;23768;26340
North;2024-02-04 To 2024-02-10;22277;26340
North;2024-02-11 To 2024-02-17;19012;26340
North;2024-02-18 To 2024-02-24;21728;26340
North;2024-02-25 To 2024-03-02;22436;26340
North;2024-03-03 To 2024-03-09;23753;26340
North;2024-03-10 To 2024-03-16;25868;26340
North;2024-03-17 To 2024-03-23;20824;26340
North;2024-03-24 To 2024-03-30;20404;26340
North;2024-03-31 To 2024-04-06;23522;26340
North;2024-04-07 To 2024-04-13;30837;26340
North;2024-04-14 To 2024-04-20;31351;26340
North;2024-04-21 To 2024-04-27;26442;26340
North;2024-04-28 To 2024-05-04;26084;26340
North;2024-05-05 To 2024-05-11;32021;26340
North;2024-05-12 To 2024-05-18;34896;26340
North;2024-05-19 To 2024-05-25;28939;26340
North;2024-05-26 To 2024-06-01;30298;26340
North;2024-06-02 To 2024-06-08;31977;26340
North;2024-06-09 To 2024-06-15;26553;26340
North;2024-06-16 To 2024-06-22;25725;26340
North;2024-06-23 To 2024-06-29;24676;26340
North;2024-06-30 To 2024-07-06;28346;26340
North;2024-07-07 To 2024-07-13;30277;26340
North;2024-07-14 To 2024-07-20;31053;26340
North;2024-07-21 To 2024-07-27;27119;26340
North;2024-07-28 To 2024-08-03;20627;26340
North;2024-08-04 To 2024-08-10;25304;26340
North;2024-08-11 To 2024-08-17;23981;26340
North;2024-08-18 To 2024-08-24;22814;26340
North;2024-08-25 To 2024-08-31;25345;26340
North;2024-09-01 To 2024-09-07;22267;26340
North;2024-09-08 To 2024-09-14;20629;26340
North;2024-09-15 To 2024-09-21;21249;26340
North;2024-09-22 To 2024-09-28;20481;26340
North;2024-09-29 To 2024-10-05;18810;26340
North;2024-10-06 To 2024-10-12;21714;26340
North;2024-10-13 To 2024-10-19;27762;26340
North;2024-10-20 To 2024-10-26;24661;26340
North;2024-10-27 To 2024-11-02;24292;26340
North;2024-11-03 To 2024-11-09;25506;26340
North;2024-11-10 To 2024-11-16;27958;26340
North;2024-11-17 To 2024-11-23;26028;26340
North;2024-11-24 To 2024-11-30;27067;26340
North;2024-12-01 To 2024-12-07;22236;26340
North;2024-12-08 To 2024-12-14;24649;26340
North;2024-12-15 To 2024-12-21;24979;26340
North;2024-12-22 To 2024-12-28;28008;26340
North;2024-12-29 To 2025-01-04;26904;26340
South;2023-10-01 To 2023-10-07;56575;22603
South;2023-10-08 To 2023-10-14;60812;22603
South;2023-10-15 To 2023-10-21;64542;22603
South;2023-10-22 To 2023-10-28;63281;22603
South;2023-10-29 To 2023-11-04;72603;22603
South;2023-11-05 To 2023-11-11;74152;22603
South;2023-11-12 To 2023-11-18;76112;22603
South;2023-11-19 To 2023-11-25;70128;22603
South;2023-11-26 To 2023-12-02;61418;22603
South;2023-12-03 To 2023-12-09;59383;22603
South;2023-12-10 To 2023-12-16;68431;22603
South;2023-12-17 To 2023-12-23;65765;22603
South;2023-12-24 To 2023-12-30;58264;22603
South;2023-12-31 To 2024-01-06;56017;22603
South;2024-01-07 To 2024-01-13;58463;22603
South;2024-01-14 To 2024-01-20;57411;22603
South;2024-01-21 To 2024-01-27;59005;22603
South;2024-01-28 To 2024-02-03;57757;22603
South;2024-02-04 To 2024-02-10;64880;22603
South;2024-02-11 To 2024-02-17;72166;22603
South;2024-02-18 To 2024-02-24;68679;22603
South;2024-02-25 To 2024-03-02;65999;22603
South;2024-03-03 To 2024-03-09;58281;22603
South;2024-03-10 To 2024-03-16;64210;22603
South;2024-03-17 To 2024-03-23;64586;22603
South;2024-03-24 To 2024-03-30;65528;22603
South;2024-03-31 To 2024-04-06;63955;22603
South;2024-04-07 To 2024-04-13;72179;22603
South;2024-04-14 To 2024-04-20;74433;22603
South;2024-04-21 To 2024-04-27;73749;22603
South;2024-04-28 To 2024-05-04;70898;22603
South;2024-05-05 To 2024-05-11;66406;22603
South;2024-05-12 To 2024-05-18;62808;22603
South;2024-05-19 To 2024-05-25;68349;22603
South;2024-05-26 To 2024-06-01;66757;22603
South;2024-06-02 To 2024-06-08;65026;22603
South;2024-06-09 To 2024-06-15;67418;22603
South;2024-06-16 To 2024-06-22;66328;22603
South;2024-06-23 To 2024-06-29;64175;22603
South;2024-06-30 To 2024-07-06;63386;22603
South;2024-07-07 To 2024-07-13;67270;22603
South;2024-07-14 To 2024-07-20;64951;22603
South;2024-07-21 To 2024-07-27;67388;22603
South;2024-07-28 To 2024-08-03;75705;22603
South;2024-08-04 To 2024-08-10;68276;22603
South;2024-08-11 To 2024-08-17;71595;22603
South;2024-08-18 To 2024-08-24;81085;22603
South;2024-08-25 To 2024-08-31;78294;22603
South;2024-09-01 To 2024-09-07;78997;22603
South;2024-09-08 To 2024-09-14;78398;22603
South;2024-09-15 To 2024-09-21;76602;22603
South;2024-09-22 To 2024-09-28;82870;22603
South;2024-09-29 To 2024-10-05;86638;22603
South;2024-10-06 To 2024-10-12;90917;22603
South;2024-10-13 To 2024-10-19;77216;22603
South;2024-10-20 To 2024-10-26;74020;22603
South;2024-10-27 To 2024-11-02;85586;22603
South;2024-11-03 To 2024-11-09;81316;22603
South;2024-11-10 To 2024-11-16;78476;22603
South;2024-11-17 To 2024-11-23;78883;22603
South;2024-11-24 To 2024-11-30;71448;22603
South;2024-12-01 To 2024-12-07;67814;22603
South;2024-12-08 To 2024-12-14;77275;22603
South;2024-12-15 To 2024-12-21;74470;22603
South;2024-12-22 To 2024-12-28;63837;22603
South;2024-12-29 To 2025-01-04;64842;22603
South;2023-10-01 To 2023-10-07;42347;26226
South;2023-10-08 To 2023-10-14;39392;26226
South;2023-10-15 To 2023-10-21;31990;26226
South;2023-10-22 To 2023-10-28;26057;26226
South;2023-10-29 To 2023-11-04;40604;26226
South;2023-11-05 To 2023-11-11;42132;26226
South;2023-11-12 To 2023-11-18;48920;26226
South;2023-11-19 To 2023-11-25;51226;26226
South;2023-11-26 To 2023-12-02;53329;26226
South;2023-12-03 To 2023-12-09;48522;26226
South;2023-12-10 To 2023-12-16;51076;26226
South;2023-12-17 To 2023-12-23;49085;26226
South;2023-12-24 To 2023-12-30;50730;26226
South;2023-12-31 To 2024-01-06;47218;26226
South;2024-01-07 To 2024-01-13;44561;26226
South;2024-01-14 To 2024-01-20;41905;26226
South;2024-01-21 To 2024-01-27;45021;26226
South;2024-01-28 To 2024-02-03;47310;26226
South;2024-02-04 To 2024-02-10;39457;26226
South;2024-02-11 To 2024-02-17;37410;26226
South;2024-02-18 To 2024-02-24;41171;26226
South;2024-02-25 To 2024-03-02;41694;26226
South;2024-03-03 To 2024-03-09;39609;26226
South;2024-03-10 To 2024-03-16;41437;26226
South;2024-03-17 To 2024-03-23;42787;26226
South;2024-03-24 To 2024-03-30;45768;26226
South;2024-03-31 To 2024-04-06;52971;26226
South;2024-04-07 To 2024-04-13;56060;26226
South;2024-04-14 To 2024-04-20;48689;26226
South;2024-04-21 To 2024-04-27;42134;26226
South;2024-04-28 To 2024-05-04;47183;26226
South;2024-05-05 To 2024-05-11;45739;26226
South;2024-05-12 To 2024-05-18;50009;26226
South;2024-05-19 To 2024-05-25;55028;26226
South;2024-05-26 To 2024-06-01;50495;26226
South;2024-06-02 To 2024-06-08;62756;26226
South;2024-06-09 To 2024-06-15;55303;26226
South;2024-06-16 To 2024-06-22;52988;26226
South;2024-06-23 To 2024-06-29;54010;26226
South;2024-06-30 To 2024-07-06;58134;26226
South;2024-07-07 To 2024-07-13;60361;26226
South;2024-07-14 To 2024-07-20;47651;26226
South;2024-07-21 To 2024-07-27;69701;26226
South;2024-07-28 To 2024-08-03;55601;26226
South;2024-08-04 To 2024-08-10;63942;26226
South;2024-08-11 To 2024-08-17;54007;26226
South;2024-08-18 To 2024-08-24;60096;26226
South;2024-08-25 To 2024-08-31;65468;26226
South;2024-09-01 To 2024-09-07;50833;26226
South;2024-09-08 To 2024-09-14;35241;26226
South;2024-09-15 To 2024-09-21;43261;26226
South;2024-09-22 To 2024-09-28;39886;26226
South;2024-09-29 To 2024-10-05;41377;26226
South;2024-10-06 To 2024-10-12;44503;26226
South;2024-10-13 To 2024-10-19;18902;26226
South;2024-10-20 To 2024-10-26;57003;26226
South;2024-10-27 To 2024-11-02;28395;26226
South;2024-11-03 To 2024-11-09;49107;26226
South;2024-11-10 To 2024-11-16;47324;26226
South;2024-11-17 To 2024-11-23;45036;26226
South;2024-11-24 To 2024-11-30;40585;26226
South;2024-12-01 To 2024-12-07;43362;26226
South;2024-12-08 To 2024-12-14;45414;26226
South;2024-12-15 To 2024-12-21;48368;26226
South;2024-12-22 To 2024-12-28;53826;26226
South;2024-12-29 To 2025-01-04;34579;26226
South;2023-10-01 To 2023-10-07;29195;26250
South;2023-10-08 To 2023-10-14;31268;26250
South;2023-10-15 To 2023-10-21;31058;26250
South;2023-10-22 To 2023-10-28;19784;26250
South;2023-10-29 To 2023-11-04;16276;26250
South;2023-11-05 To 2023-11-11;25942;26250
South;2023-11-12 To 2023-11-18;26966;26250
South;2023-11-19 To 2023-11-25;19249;26250
South;2023-11-26 To 2023-12-02;18540;26250
South;2023-12-03 To 2023-12-09;16691;26250
South;2023-12-10 To 2023-12-16;21657;26250
South;2023-12-17 To 2023-12-23;24119;26250
South;2023-12-24 To 2023-12-30;17514;26250
South;2023-12-31 To 2024-01-06;15513;26250
South;2024-01-07 To 2024-01-13;15332;26250
South;2024-01-14 To 2024-01-20;17652;26250
South;2024-01-21 To 2024-01-27;15952;26250
South;2024-01-28 To 2024-02-03;19957;26250
South;2024-02-04 To 2024-02-10;20623;26250
South;2024-02-11 To 2024-02-17;27623;26250
South;2024-02-18 To 2024-02-24;21323;26250
South;2024-02-25 To 2024-03-02;18953;26250
South;2024-03-03 To 2024-03-09;18254;26250
South;2024-03-10 To 2024-03-16;17572;26250
South;2024-03-17 To 2024-03-23;20820;26250
South;2024-03-24 To 2024-03-30;16988;26250
South;2024-03-31 To 2024-04-06;16130;26250
South;2024-04-07 To 2024-04-13;19562;26250
South;2024-04-14 To 2024-04-20;23515;26250
South;2024-04-21 To 2024-04-27;20656;26250
South;2024-04-28 To 2024-05-04;19590;26250
South;2024-05-05 To 2024-05-11;27392;26250
South;2024-05-12 To 2024-05-18;19095;26250
South;2024-05-19 To 2024-05-25;22209;26250
South;2024-05-26 To 2024-06-01;18569;26250
South;2024-06-02 To 2024-06-08;19504;26250
South;2024-06-09 To 2024-06-15;19173;26250
South;2024-06-16 To 2024-06-22;19653;26250
South;2024-06-23 To 2024-06-29;13526;26250
South;2024-06-30 To 2024-07-06;12297;26250
South;2024-07-07 To 2024-07-13;16722;26250
South;2024-07-14 To 2024-07-20;19278;26250
South;2024-07-21 To 2024-07-27;19725;26250
South;2024-07-28 To 2024-08-03;19796;26250
South;2024-08-04 To 2024-08-10;17153;26250
South;2024-08-11 To 2024-08-17;14258;26250
South;2024-08-18 To 2024-08-24;16895;26250
South;2024-08-25 To 2024-08-31;16929;26250
South;2024-09-01 To 2024-09-07;14608;26250
South;2024-09-08 To 2024-09-14;14119;26250
South;2024-09-15 To 2024-09-21;17350;26250
South;2024-09-22 To 2024-09-28;14140;26250
South;2024-09-29 To 2024-10-05;13300;26250
South;2024-10-06 To 2024-10-12;18087;26250
South;2024-10-13 To 2024-10-19;16590;26250
South;2024-10-20 To 2024-10-26;16402;26250
South;2024-10-27 To 2024-11-02;17165;26250
South;2024-11-03 To 2024-11-09;19332;26250
South;2024-11-10 To 2024-11-16;15501;26250
South;2024-11-17 To 2024-11-23;19226;26250
South;2024-11-24 To 2024-11-30;16130;26250
South;2024-12-01 To 2024-12-07;18662;26250
South;2024-12-08 To 2024-12-14;15660;26250
South;2024-12-15 To 2024-12-21;13438;26250
South;2024-12-22 To 2024-12-28;16459;26250
South;2024-12-29 To 2025-01-04;14127;26250
South;2023-10-01 To 2023-10-07;365306;26320
South;2023-10-08 To 2023-10-14;332416;26320
South;2023-10-15 To 2023-10-21;331729;26320
South;2023-10-22 To 2023-10-28;357480;26320
South;2023-10-29 To 2023-11-04;491897;26320
South;2023-11-05 To 2023-11-11;446277;26320
South;2023-11-12 To 2023-11-18;448209;26320
South;2023-11-19 To 2023-11-25;455342;26320
South;2023-11-26 To 2023-12-02;423353;26320
South;2023-12-03 To 2023-12-09;421676;26320
South;2023-12-10 To 2023-12-16;410231;26320
South;2023-12-17 To 2023-12-23;381482;26320
South;2023-12-24 To 2023-12-30;385517;26320
South;2023-12-31 To 2024-01-06;364325;26320
South;2024-01-07 To 2024-01-13;376754;26320
South;2024-01-14 To 2024-01-20;365824;26320
South;2024-01-21 To 2024-01-27;363871;26320
South;2024-01-28 To 2024-02-03;348555;26320
South;2024-02-04 To 2024-02-10;368769;26320
South;2024-02-11 To 2024-02-17;370687;26320
South;2024-02-18 To 2024-02-24;355153;26320
South;2024-02-25 To 2024-03-02;361600;26320
South;2024-03-03 To 2024-03-09;377280;26320
South;2024-03-10 To 2024-03-16;389534;26320
South;2024-03-17 To 2024-03-23;403190;26320
South;2024-03-24 To 2024-03-30;416519;26320
South;2024-03-31 To 2024-04-06;422844;26320
South;2024-04-07 To 2024-04-13;411413;26320
South;2024-04-14 To 2024-04-20;406736;26320
South;2024-04-21 To 2024-04-27;391291;26320
South;2024-04-28 To 2024-05-04;387735;26320
South;2024-05-05 To 2024-05-11;427368;26320
South;2024-05-12 To 2024-05-18;442061;26320
South;2024-05-19 To 2024-05-25;431904;26320
South;2024-05-26 To 2024-06-01;450607;26320
South;2024-06-02 To 2024-06-08;450619;26320
South;2024-06-09 To 2024-06-15;403447;26320
South;2024-06-16 To 2024-06-22;444832;26320
South;2024-06-23 To 2024-06-29;422559;26320
South;2024-06-30 To 2024-07-06;422881;26320
South;2024-07-07 To 2024-07-13;384707;26320
South;2024-07-14 To 2024-07-20;362615;26320
South;2024-07-21 To 2024-07-27;369031;26320
South;2024-07-28 To 2024-08-03;373677;26320
South;2024-08-04 To 2024-08-10;377440;26320
South;2024-08-11 To 2024-08-17;386293;26320
South;2024-08-18 To 2024-08-24;374767;26320
South;2024-08-25 To 2024-08-31;397783;26320
South;2024-09-01 To 2024-09-07;393258;26320
South;2024-09-08 To 2024-09-14;402918;26320
South;2024-09-15 To 2024-09-21;429668;26320
South;2024-09-22 To 2024-09-28;436394;26320
South;2024-09-29 To 2024-10-05;421238;26320
South;2024-10-06 To 2024-10-12;446556;26320
South;2024-10-13 To 2024-10-19;403051;26320
South;2024-10-20 To 2024-10-26;405287;26320
South;2024-10-27 To 2024-11-02;389000;26320
South;2024-11-03 To 2024-11-09;406689;26320
South;2024-11-10 To 2024-11-16;439914;26320
South;2024-11-17 To 2024-11-23;418952;26320
South;2024-11-24 To 2024-11-30;393746;26320
South;2024-12-01 To 2024-12-07;396067;26320
South;2024-12-08 To 2024-12-14;405166;26320
South;2024-12-15 To 2024-12-21;422735;26320
South;2024-12-22 To 2024-12-28;391918;26320
South;2024-12-29 To 2025-01-04;386580;26320
South;2023-10-01 To 2023-10-07;42240;26339
South;2023-10-08 To 2023-10-14;37990;26339
South;2023-10-15 To 2023-10-21;35390;26339
South;2023-10-22 To 2023-10-28;37795;26339
South;2023-10-29 To 2023-11-04;32836;26339
South;2023-11-05 To 2023-11-11;28980;26339
South;2023-11-12 To 2023-11-18;33146;26339
South;2023-11-19 To 2023-11-25;30543;26339
South;2023-11-26 To 2023-12-02;30259;26339
South;2023-12-03 To 2023-12-09;32655;26339
South;2023-12-10 To 2023-12-16;32553;26339
South;2023-12-17 To 2023-12-23;32617;26339
South;2023-12-24 To 2023-12-30;39345;26339
South;2023-12-31 To 2024-01-06;39472;26339
South;2024-01-07 To 2024-01-13;39803;26339
South;2024-01-14 To 2024-01-20;43403;26339
South;2024-01-21 To 2024-01-27;42889;26339
South;2024-01-28 To 2024-02-03;37743;26339
South;2024-02-04 To 2024-02-10;32564;26339
South;2024-02-11 To 2024-02-17;31734;26339
South;2024-02-18 To 2024-02-24;35036;26339
South;2024-02-25 To 2024-03-02;35863;26339
South;2024-03-03 To 2024-03-09;33122;26339
South;2024-03-10 To 2024-03-16;35402;26339
South;2024-03-17 To 2024-03-23;32853;26339
South;2024-03-24 To 2024-03-30;36164;26339
South;2024-03-31 To 2024-04-06;36179;26339
South;2024-04-07 To 2024-04-13;43782;26339
South;2024-04-14 To 2024-04-20;31635;26339
South;2024-04-21 To 2024-04-27;31628;26339
South;2024-04-28 To 2024-05-04;35480;26339
South;2024-05-05 To 2024-05-11;36586;26339
South;2024-05-12 To 2024-05-18;35837;26339
South;2024-05-19 To 2024-05-25;34762;26339
South;2024-05-26 To 2024-06-01;38476;26339
South;2024-06-02 To 2024-06-08;44508;26339
South;2024-06-09 To 2024-06-15;34808;26339
South;2024-06-16 To 2024-06-22;44085;26339
South;2024-06-23 To 2024-06-29;49220;26339
South;2024-06-30 To 2024-07-06;47205;26339
South;2024-07-07 To 2024-07-13;45268;26339
South;2024-07-14 To 2024-07-20;31306;26339
South;2024-07-21 To 2024-07-27;34566;26339
South;2024-07-28 To 2024-08-03;33071;26339
South;2024-08-04 To 2024-08-10;34935;26339
South;2024-08-11 To 2024-08-17;34921;26339
South;2024-08-18 To 2024-08-24;39044;26339
South;2024-08-25 To 2024-08-31;36365;26339
South;2024-09-01 To 2024-09-07;40171;26339
South;2024-09-08 To 2024-09-14;34191;26339
South;2024-09-15 To 2024-09-21;37514;26339
South;2024-09-22 To 2024-09-28;34960;26339
South;2024-09-29 To 2024-10-05;34208;26339
South;2024-10-06 To 2024-10-12;34390;26339
South;2024-10-13 To 2024-10-19;37829;26339
South;2024-10-20 To 2024-10-26;39239;26339
South;2024-10-27 To 2024-11-02;36361;26339
South;2024-11-03 To 2024-11-09;34153;26339
South;2024-11-10 To 2024-11-16;43160;26339
South;2024-11-17 To 2024-11-23;35817;26339
South;2024-11-24 To 2024-11-30;42598;26339
South;2024-12-01 To 2024-12-07;35125;26339
South;2024-12-08 To 2024-12-14;41422;26339
South;2024-12-15 To 2024-12-21;41802;26339
South;2024-12-22 To 2024-12-28;39004;26339
South;2024-12-29 To 2025-01-04;36562;26339
South;2023-10-01 To 2023-10-07;202317;26341
South;2023-10-08 To 2023-10-14;184793;26341
South;2023-10-15 To 2023-10-21;188774;26341
South;2023-10-22 To 2023-10-28;192432;26341
South;2023-10-29 To 2023-11-04;203583;26341
South;2023-11-05 To 2023-11-11;196468;26341
South;2023-11-12 To 2023-11-18;190951;26341
South;2023-11-19 To 2023-11-25;179843;26341
South;2023-11-26 To 2023-12-02;194532;26341
South;2023-12-03 To 2023-12-09;196243;26341
South;2023-12-10 To 2023-12-16;206443;26341
South;2023-12-17 To 2023-12-23;202036;26341
South;2023-12-24 To 2023-12-30;208756;26341
South;2023-12-31 To 2024-01-06;195071;26341
South;2024-01-07 To 2024-01-13;188889;26341
South;2024-01-14 To 2024-01-20;198186;26341
South;2024-01-21 To 2024-01-27;200890;26341
South;2024-01-28 To 2024-02-03;196223;26341
South;2024-02-04 To 2024-02-10;178266;26341
South;2024-02-11 To 2024-02-17;195765;26341
South;2024-02-18 To 2024-02-24;189150;26341
South;2024-02-25 To 2024-03-02;190008;26341
South;2024-03-03 To 2024-03-09;196727;26341
South;2024-03-10 To 2024-03-16;209393;26341
South;2024-03-17 To 2024-03-23;210447;26341
South;2024-03-24 To 2024-03-30;232558;26341
South;2024-03-31 To 2024-04-06;226474;26341
South;2024-04-07 To 2024-04-13;230964;26341
South;2024-04-14 To 2024-04-20;237839;26341
South;2024-04-21 To 2024-04-27;190122;26341
South;2024-04-28 To 2024-05-04;182539;26341
South;2024-05-05 To 2024-05-11;196240;26341
South;2024-05-12 To 2024-05-18;201764;26341
South;2024-05-19 To 2024-05-25;242756;26341
South;2024-05-26 To 2024-06-01;253570;26341
South;2024-06-02 To 2024-06-08;245415;26341
South;2024-06-09 To 2024-06-15;226458;26341
South;2024-06-16 To 2024-06-22;252332;26341
South;2024-06-23 To 2024-06-29;242581;26341
South;2024-06-30 To 2024-07-06;237613;26341
South;2024-07-07 To 2024-07-13;210904;26341
South;2024-07-14 To 2024-07-20;192115;26341
South;2024-07-21 To 2024-07-27;215170;26341
South;2024-07-28 To 2024-08-03;210846;26341
South;2024-08-04 To 2024-08-10;194003;26341
South;2024-08-11 To 2024-08-17;187915;26341
South;2024-08-18 To 2024-08-24;194922;26341
South;2024-08-25 To 2024-08-31;214896;26341
South;2024-09-01 To 2024-09-07;208686;26341
South;2024-09-08 To 2024-09-14;221295;26341
South;2024-09-15 To 2024-09-21;216172;26341
South;2024-09-22 To 2024-09-28;246541;26341
South;2024-09-29 To 2024-10-05;212156;26341
South;2024-10-06 To 2024-10-12;202746;26341
South;2024-10-13 To 2024-10-19;206360;26341
South;2024-10-20 To 2024-10-26;206300;26341
South;2024-10-27 To 2024-11-02;195389;26341
South;2024-11-03 To 2024-11-09;214265;26341
South;2024-11-10 To 2024-11-16;225141;26341
South;2024-11-17 To 2024-11-23;243847;26341
South;2024-11-24 To 2024-11-30;223405;26341
South;2024-12-01 To 2024-12-07;222093;26341
South;2024-12-08 To 2024-12-14;231878;26341
South;2024-12-15 To 2024-12-21;230825;26341
South;2024-12-22 To 2024-12-28;224620;26341
South;2024-12-29 To 2025-01-04;217590;26341
South;2023-10-01 To 2023-10-07;95309;26380
South;2023-10-08 To 2023-10-14;91314;26380
South;2023-10-15 To 2023-10-21;80027;26380
South;2023-10-22 To 2023-10-28;84284;26380
South;2023-10-29 To 2023-11-04;81859;26380
South;2023-11-05 To 2023-11-11;76265;26380
South;2023-11-12 To 2023-11-18;73644;26380
South;2023-11-19 To 2023-11-25;75033;26380
South;2023-11-26 To 2023-12-02;76282;26380
South;2023-12-03 To 2023-12-09;81752;26380
South;2023-12-10 To 2023-12-16;76547;26380
South;2023-12-17 To 2023-12-23;73732;26380
South;2023-12-24 To 2023-12-30;82472;26380
South;2023-12-31 To 2024-01-06;85348;26380
South;2024-01-07 To 2024-01-13;84009;26380
South;2024-01-14 To 2024-01-20;81234;26380
South;2024-01-21 To 2024-01-27;77131;26380
South;2024-01-28 To 2024-02-03;78226;26380
South;2024-02-04 To 2024-02-10;73002;26380
South;2024-02-11 To 2024-02-17;75496;26380
South;2024-02-18 To 2024-02-24;69572;26380
South;2024-02-25 To 2024-03-02;78830;26380
South;2024-03-03 To 2024-03-09;73656;26380
South;2024-03-10 To 2024-03-16;72131;26380
South;2024-03-17 To 2024-03-23;75540;26380
South;2024-03-24 To 2024-03-30;85689;26380
South;2024-03-31 To 2024-04-06;86070;26380
South;2024-04-07 To 2024-04-13;101065;26380
South;2024-04-14 To 2024-04-20;97172;26380
South;2024-04-21 To 2024-04-27;96494;26380
South;2024-04-28 To 2024-05-04;85599;26380
South;2024-05-05 To 2024-05-11;82338;26380
South;2024-05-12 To 2024-05-18;85725;26380
South;2024-05-19 To 2024-05-25;79285;26380
South;2024-05-26 To 2024-06-01;80982;26380
South;2024-06-02 To 2024-06-08;88489;26380
South;2024-06-09 To 2024-06-15;83994;26380
South;2024-06-16 To 2024-06-22;89368;26380
South;2024-06-23 To 2024-06-29;87870;26380
South;2024-06-30 To 2024-07-06;88419;26380
South;2024-07-07 To 2024-07-13;82226;26380
South;2024-07-14 To 2024-07-20;67969;26380
South;2024-07-21 To 2024-07-27;64730;26380
South;2024-07-28 To 2024-08-03;61878;26380
South;2024-08-04 To 2024-08-10;75464;26380
South;2024-08-11 To 2024-08-17;78011;26380
South;2024-08-18 To 2024-08-24;80821;26380
South;2024-08-25 To 2024-08-31;78914;26380
South;2024-09-01 To 2024-09-07;80106;26380
South;2024-09-08 To 2024-09-14;80781;26380
South;2024-09-15 To 2024-09-21;79716;26380
South;2024-09-22 To 2024-09-28;83580;26380
South;2024-09-29 To 2024-10-05;82735;26380
South;2024-10-06 To 2024-10-12;93437;26380
South;2024-10-13 To 2024-10-19;91702;26380
South;2024-10-20 To 2024-10-26;86124;26380
South;2024-10-27 To 2024-11-02;82021;26380
South;2024-11-03 To 2024-11-09;84478;26380
South;2024-11-10 To 2024-11-16;99269;26380
South;2024-11-17 To 2024-11-23;91909;26380
South;2024-11-24 To 2024-11-30;98353;26380
South;2024-12-01 To 2024-12-07;88004;26380
South;2024-12-08 To 2024-12-14;102018;26380
South;2024-12-15 To 2024-12-21;96207;26380
South;2024-12-22 To 2024-12-28;82288;26380
